新興企業の最高情報セキュリティ責任者は、セキュリティ エンジニアに、以前はほとんど監視されていなかった環境にソフトウェア セキュリティプログラムを実装するよう依頼しました。この状況でエンジニアが利用するのに最適なテスト方法は次のうちどれですか?,ソフトウェア構成分析,コードの難読化,静的分析,動的分析
セキュリティ コンサルタントは、Active Directory を持たない小規模オフィスのワイヤレス セキュリティを設定する必要があります。 中央のアカウント管理がないにもかかわらず、オフィス マネージャーは、ワイヤレス認証に対するブルート フォース攻撃を防ぐために高レベルの防御を確保したいと考えています。このニーズを満たすのに最適なテクノロジは、次のうちどれですか?,WPA3 SAE,ファラデーケージ,WPA2 PSK,WEP 128 ビット
ある企業は最近 SaaS プロバイダーを買収し、顧客のエクスペリエンスに影響を与えることなく、そのプラットフォームを企業の既存のインフラストラクチャに統合する必要があります。SaaS プロバイダーには成熟したセキュリティ プログラムがありません。SaaS プロバイダーのシステムの最近の脆弱性スキャンでは、非常に古い Oss に起因する複数の重大な脆弱性が示されています。これらの脆弱性が会社の既存のインフラストラクチャに導入されるのを防ぐソリューションは、次のうちどれですか?,システムをセグメント化して、攻撃が発生した場合に攻撃対象領域を減らす。,サポートされ、パッチが適用された OSを備えた新しいシステムにサービスを移行します。,システムに既存の OS の最新バージョンのパッチを適用する。,アンチマルウェアを導入する。各システムにHIPS、ホストベースのファイアウォールを設置する。
HVAC（Heating、Ventilation、and Air Conditioning） 請負業者は、会社で機器の問題をリモートでサポート/トラブルシューティングするために、ネットワーク接続の許可を要求しました。 現在、会社には、ベンダーが企業ネットワークにリモート アクセスできるようにするプロセスがありません。次のソリューションのうち、請負業者がアクセスできるようにするための最善の方法はどれですか?,企業ネットワークにアクセスできない専用セグメントを作成する ベンダー アクセス専用の VPN ハードウェアを実装する。,ベンダーの機器を既存のネットワークに追加する 標準の企業 VPN を介してベンダーにアクセスを許可する。,ベンダーに、機器を接続するための標準のデスクトップ PC を提供します。ベンダーに、標準の企業 VPN を介したアクセスを提供します。,ベンダーの認証プロセスを確立する 認定ベンダーが VDI（Virtual Desktop Infrastructure） にアクセスして、HVAC 機器を監視および保守できるようにする。
次のうち、罰則がなく、同じ目標に向かって協力する2つの団体が締結できる協定はどれか？,MOU,NDA,SLA, ISA
"セキュリティ コンプライアンス要件では、機密データを処理する特定の環境は、知っておく必要のある制限（need-to-know制限）によって保護する必要があり、承認されたエンドポイントにのみ接続できることが規定されています。この要件には、環境内の DLP ソリューションを使用して、データが環境外に出ないように制御する必要があることも記載されています。特権ユーザーがコンプライアンスを維持しながらワークステーションから環境をサポートできるようにするには、次のうちどれを実装する必要がありますか?	",スクリーニングされたサブネットのジャンプ ボックス,許可されたエンドポイントを制御するための NAC,データを格納するサーバー上の FIM,プライマリ ネットワークへの一般的な VPN ソリューション
"ネットワーク チームは、会社の全従業員に安全なリモート アクセスを提供するよう依頼されました。 このチームは、クライアントからサイトへのVPNをソリューションとして使用することを決定しました。	しかし、情報セキュリティーの最高責任者がセキュリティーの問題を指摘し、リモートユーザーのインターネットトラフィックをメインオフィスのインフラにルーティングするようネットワークチームに要求しました。こうすることで、リモートユーザーがVPN接続中にローカルネットワークを通じてインターネットにアクセスするのを防ぐことができます。	この説明を解決する策は次のうちどれですか?	",フルトンネリング,非対称ルーティング,SSHトンネリング,スプリット トンネリング
セキュリティ コンサルタントは、製造工場で使用されるエネルギーの監視と制御に使用される電気リレーのネットワークを保護する必要があります。コンサルタントが推奨を行う前に確認する必要があるシステムは、次のうちどれですか?,SCADA,CAN,ASIC,FPGA
A社はB社を買収しました。 監査中に、セキュリティ エンジニアは、B 社の環境に不適切なパッチが適用されていることを発見しました。 これに対応して、A 社は、B 社のインフラストラクチャが A 社のセキュリティ プログラムに統合されるまで、2 つの環境の間にファイアウォールを配置しました。次のリスク処理手法のうち、使用されたものはどれですか?,緩和,受容,回避,転送
組織は、最新の評価で特定されたリスクを修復または軽減するための取り組みに優先順位を付けています。 リスクの 1 つについては、完全な修復は不可能でしたが、組織は緩和策を適用して影響の可能性を減らすことに成功しました。次に組織がアクションを実行する必要があるのはどれですか?,残存リスクを評価します。,組織の脅威モデルを更新します。,レジスタ内の次のリスクに移動します。,影響の大きさを再計算します。
ソフトウェアハウスが新しいアプリケーションを開発しています。 アプリケーションには次の要件があります。・クレデンシャル(認証) リクエストの数をできる限り減らす・ソーシャル ネットワークとの統合・ユーザーを認証する　アプリケーションに使用するのに最適なフェデレーション方法は次のうちどれですか?,SAML,WS フェデレーション,OpenID,OAuth
"ある企業は、データベースに保存されているデータを非表示にするソリューションを探しています。 ソリューションは、次の要件を満たす必要があります。・生産環境を効率的に保護する・アプリケーションを変更する必要はありません・プレゼンテーション層で行動する	次のどのテクニックを使用する必要がありますか?	",マスキング,トークン化,アルゴリズム,ランダム置換
米国を拠点とする企業の不正調査に取り組んでいる法医学の専門家が、証拠としていくつかのディスクイメージを収集しました。廃棄する前に、データの残りを復元できないようにするために使用する最善の方法は次のうちどれですか?,裁判所,弁護士,経営陣,警察
技術者は、現在のサーバーハードウェアが古くなっていると判断したため、廃棄することにしました。廃棄する前に、データの残りを復元できないようにするために使用する最善の方法は次のうちどれですか?,物理的破壊,ドライブワイプ,消磁（デガウス）,パージ
侵入テスターは、Windows サーバーでルート アクセス権を取得し、エンゲージメント ルールに従って、永続化(システム維持)のためにポストエクスプロイトを実行することが許可されています。次の手法のうち、これをサポートするのに最も適しているのはどれですか?,バックドアの作成,起動時に systemd サービスを自動的に実行するように設定する,任意コード実行エクスプロイトの悪用,より権威のあるサーバー/サービスに切替を実施する
大規模な多国籍メーカーのセキュリティ アーキテクトは、トラフィックを監視するためのセキュリティ ソリューションを設計および実装する必要があります。ソリューションを設計する際、セキュリティアーキテクトは、ネットワークに対する攻撃を防ぐために、次のどの脅威に焦点を当てるべきでしょうか。,時間経過とともに複数の勧誘応答が発生する,サイズや長さが間違っているパケット,DNP3 ポートで DNP3 以外の通信を使用した場合,非対応の暗号化アルゴリズムの適用
"セキュリティ管理者は、セキュリティ実装ガイドラインに従ってアカウント ポリシーを構成しました。ただし、アカウントは依然としてブルート フォース攻撃を受けやすいようです。 次の設定は、既存のコンプライアンス ガイドラインを満たしています。・15 文字以上である必要があります・1 つの数字を使用する必要があります・1 つの大文字を使用する必要があります・過去に使用した 12 個のパスワードの 1 つであってはなりません	セキュリティを強化するために追加する必要があるポリシーは次のうちどれですか?									",アカウントのロックアウト,パスワードの複雑さ,パスワード履歴,時間ベースのログイン
サイバーセキュリティ アナリストが、公開された可能性のある秘密鍵を発見しました。鍵が侵害されたかどうかをアナリストが判断するための最良の方法は次のうちどれですか?, CSR（Certificate Signing Request）,HSTS（HTTP Strict Transport Security）,CRL（Certificate Revocation List）,OCSP（Online Certificate Status Protocol）
"重要度の低いサードパーティ ベンダーを組織が評価したところ、そのベンダーにはサイバーセキュリティ保険がなく、	IT スタッフの離職率が高いことがわかりました。 組織はベンダーを使用して、顧客のオフィス機器をあるサービス場所から別の場所に移動します。 ベンダーは、API を介して顧客データとビジネスへのアクセスを取得します。この情報が与えられた場合、次のうち注目すべきリスクはどれですか?",ベンダーのデータ侵害（漏洩）による金銭的責任,ソフトウェア開発サイクルの延長による機能の遅延,API 設定への技術的な影響,ベンダーの事業が操業を停止する可能性
次のプロトコルのうち、PAN ネットワークの作成を可能にする低電力、低データ レートのプロトコルはどれですか?,Zigbee,CAN,DNP3,Modbus
セキュリティ チームは、組織を離れたスタッフ メンバーからの談合（共謀）と価格設定に関する情報を求める規制当局からの通知を受け取りました。法務部門は、セキュリティ チームに、調査する検索用語のリストを提供しました。これは次のどの例に該当しますか？,当然行われるべき義務・努力,電子情報開示,十分な注意,訴訟ホールド（法的保留）
企業の最高情報セキュリティ責任者は、同社が提案しているクラウドへの移行により、VPC（Virtual Private Cloud） 内のネットワークトラフィックフローログが見えなくなる可能性があることを懸念しています。この状況で実装するのに最適な代替コントロールは次のうちどれですか?,SIEM,EDR,HIDS,UEBA
脆弱性スキャナーは、企業の Linux サーバーの 1 つで、オープンソースのファイル共有アプリケーションの古いバージョンを検出しました。 このソフトウェア バージョンは OSS コミュニティによってサポートされなくなりましたが同社の Linux ベンダーは修正をバックポートし、現在のすべての脆弱性に適用し、将来的にソフトウェアをサポートすることに同意しています。この合意に基づいて、この調査結果は次のように分類されるのが最適です。,偽陽性,真陽性,真陰性,偽陰性
次のテクノロジのうち、CSPが複数のデータ ストレージに暗号化を追加できるのはどれですか?,ビット分割,対称暗号化,準同型暗号,データ分散
"ある組織の既存のインフラには、データセンター間のサイト間VPNが含まれています。過去1年間に、巧妙な攻撃者がVPNコンセントレータのゼロデイ脆弱性を悪用したことがあります。そのため、最高情報セキュリティ責任者（CISO）は、VPNソリューションに対して再びゼロデイ攻撃された場合のサービス損失のリスクを軽減するために、インフラの変更を行っています。CISOが使用するのに最適な設計は次のうちどれでしょうか。	",代替ベンダーのVPNコンテンポレータで2番目の冗長層を追加する。,既存のサイト間VPN接続でBase64エンコードを使用する。,VPNサイト間でセキュリティリソースを分散させる。,各VPNコンセントレータでIDSサービスを実装する。
あるセキュリティアナリストが、1台のサーバーで悪意のあるPowerShell攻撃を検出しました。このマルウェアは、Invoke-Expression関数を使用して、外部の悪意のあるスクリプトを実行しました。セキュリティアナリストは、アンチウイルスアプリケーションでディスクをスキャンしましたが、IOC【Indicator of Compromise（侵害指標）】は見つかりませんでした。セキュリティアナリストは、このタイプのマルウェアに対する保護ソリューションを導入する必要があります。次のうち、このソリューションで保護すべきマルウェアの種類を最もよく表しているのはどれですか。,ファイルレス,ワーム,ロジックボム,ルートキット
"ある最高情報責任者（CIO）は、以下の要件を満たすクラウドソリューションを導入したいと考えています。	・SDLC（Systems Development Life Cycle）の全フェーズをサポートすること。	・カスタマイズされたWebサイトのポータルソフトウェアを使用すること。	・独自のゲートウェイソフトウェアを構築し、使用することができるようにすること。・独自のデータ管理プラットフォームを使用すること。・エージェントベースのセキュリティツールの使用を継続すること。CIOが導入すべきクラウドコンピューティングモデルは次のうちどれですか？								",IaaS,SaaS, PaaS,MaaS
使用中のデータを保護するために暗号化ソリューションを活用することで、データが暗号化されることを保証します。,処理中のメモリ内。,ローカルネットワークを介して渡されるとき。,システムのソリッドステートドライブに書き込まれるとき。,企業のハードウェアセキュリティモジュールによって。
ある組織がディザスターリカバリープランを策定しています。このプランでは、データをバックアップし、瞬時に利用できるようにすることが求められています。この要件に対処するために、次のうちどれを最初に検討すべきでしょうか？,重要なビジネスプロセスを特定し、関連するソフトウェアとハードウェアの要件を決定する。,システムが適切なバージョンを使用していることを確認するために、変更管理計画を実施する。,イベント発生時に派遣できるよう、オンコールスタッフを追加で雇用する。,事業継続のための適切なウォームサイトを設計する。
CSP（クラウドソリューションプロバイダー） の観点から見たクラウド固有のリスクで最も重要なものは次のうちどれでしょうか。,管理プレーンの違反,分離制御の失敗,安全でないデータ削除,リソースの枯渇
最近発生した情報漏えい事件により、ある企業が顧客データを含む多数のファイルをストレージ環境全体に保有していることが明らかになりました。これらのファイルは、従業員ごとに個別化されており、様々な顧客の注文、問い合わせ、問題の追跡に使用されています。これらのファイルは暗号化されておらず、誰でもアクセスすることができます。経営陣は、既存のプロセスを中断させることなく、これらの問題に対処したいと考えています。セキュリティアーキテクトは次のうちどれを推奨すべきでしょうか。,データを統合し、プロセスと必要性に基づいてアクセスを提供する CRM アプリケーション,顧客データを含むファイルを特定し、それらを削除するためのDLPプログラム,どのプロセスが追跡される必要があるかを特定するためのERPプログラム,セキュリティベースラインに設定されていないシステムを報告するためのCMDB
最近、クラウドベースの生産性ソフトウェアを使用する従業員の企業アカウントへの不正アクセスに起因するデータ侵害が発生しました。攻撃者は、サードパーティのOAuthアプリケーションに与えられた過剰な許可を悪用して、機密情報を収集しました。次のうち、不適切なアクセスや権限の問題を軽減するのに最適なものはどれですか。, CASB,SIEM,WAF,SOAR
営業部門のユーザーが不審な添付ファイルを開いてしまいました。その後、営業部門はSOCに連絡し、応答しない多数のシステムを調査し、チームはファイルと攻撃の発信源を特定することに成功しました。次のうち、インシデント対応計画の次のステップはどれですか?,封じ込め, 改善,レスポンス,リカバリー
新規口座開設の際には、パスポートや運転免許証などの書類のアップロードが必要です。また、このプロセスでは、提供された書類と比較するために、お客様自身の現在の写真を撮影する必要があります。このプロセスを説明する最も適切なものは次のうちどれでしょうか。,eKYC,Deepfake,身元確認,パスワードレス
過去1年間の攻撃パターンを検証したところ、攻撃者は侵害しやすいシステムを見つけた後に偵察を中止していることがわかりました。同社は、貴重な攻撃情報を得ながら、この情報を使って環境を保護する方法を見つけたいと考えています。同社が実施するのに最適なのは次のうちどれでしょう。,ハニーポット,WAF,IDS,SIEM
次のうち、パスワードレス認証ソリューションを導入する最も大きなメリットはどれでしょうか？,アカウントの漏洩の可能性が低くなる。,バイオメトリクス認証は不変である。,ゼロトラストを達成できる。,プライバシーリスクを最小化する。
ある企業の製品サイトで最近、APIの呼び出しに失敗し、顧客が製品をチェックアウトして購入することができなくなりました。このような障害は、顧客の喪失や市場における会社の評判の低下につながる可能性があります。システムが利用できなくなるリスクに対処するために、会社が実施すべきことは次のうちどれでしょうか。,自己回復システム,ユーザーとエンティティの行動分析（UEBA）,報告システムの二重化,アプリケーション制御
"ある企業のネットワーク上のホストが、SMB（Server Message Block）経由で拡散していると思われるワームに感染しました。セキュリティアナリストは、このインシデントを阻止すると同時に、その後の調査とマルウェア解析のための証拠を維持することを課されました。最初に実行するのに最適な手順は次のうちどれですか?	",すべてのネットワーク接続を削除して、感染したホストをネットワークから隔離します。,感染したホストを直ちにオフにします。,感染したホスト上でアンチマルウェアの完全なスキャンを実行します。,SMB 接続の発信を防ぐために、ホストの smb.conf ファイルを変更します。
ある製薬会社で、最近、顧客向けウェブポータルにセキュリティ侵害が発生しました。攻撃者はSQLインジェクション攻撃を行い、同社が管理するデータベースからテーブルをエクスポートし、顧客情報を流出させました。この会社は、IaaSモデルを利用したCSPでアプリケーションをホストしています。この侵害の最終的な責任は、次のどの当事者にあるか。,製薬会社,クラウドソフトウェアプロバイダ,ウェブポータルソフトウェアベンダー,データベースソフトウェアベンダー
あるネットワークチームがセキュリティ管理者に、Web ブラウザの Flash を有効にするよう依頼しました。ネットワークチームは、重要なレガシー組込みシステムが様々なデバイスからSNMP情報を収集していると説明しました。このシステムは、Flashが動作するWebブラウザーを通してのみ管理することができます。この組み込みシステムは1年以内に交換される予定ですが、現時点ではまだ重要です。セキュリティ管理者は、リスクを軽減するために次のうちどれを行うべきでしょうか？,管理インターフェイスをプライベート VLAN に分離し、VM 内のレガシーブラウザを必要に応じて使用してシステムを管理できるようにする。,ネットワークチームにFlashが使えなくなった理由を説明し、交換のスケジュールを早めるように要求する。,レガシーシステムをネットワークからエアギャップし、管理用にクロスオーバーケーブルでシステムに接続するために、使用済みOSが入ったラップトップを用意する。,ネットワークチームが、元の組み込みシステムのベンダーに連絡して、Flashを必要としないシステムのアップデートを入手するよう提案する。
組織のハント チームは、持続的な脅威が存在し、企業ネットワークにすでに足場を築いていると考えています。悪意のある活動を発見するにあたり、敵対者を誘い出すためにハントチームが使用するのに最適な技術は次のうちどれでしょうか？,隣接するホストでおとりファイルを実装する。,SOARツールを配備する。,ユーザーパスワードの履歴と長さの要件を変更する。,新しい分離とセグメンテーションのスキームを適用する。
"ある技術者がログを確認したところ、3ヶ月の間に大量のファイルがリモートサイトに転送されていることに気づきました。その後、このアクティビティは停止しました。	ファイルは、これらのサイトにトラフィックを送信しないシステムから、TLSで保護されたHTTPセッションを介して転送されました。	技術者は、この脅威を次のように定義します。",高度な永続的な脅威,時代遅れの弱体化した暗号化攻撃を使ってRSAを解読する,ゼロデイ攻撃,オンパス攻撃
ある企業が、ミッションクリティカルなプロセスの運用に使用するソフトウェアのライセンスを購入することにしました。サードパーティの開発者はこの業界では新参者ですが、会社が現時点で必要としているものを提供してくれています。サードパーティがアプリケーションのサポートを停止した場合に、ソースコードエスクローを利用することで会社の運用リスクを軽減できる理由を最もよく表しているのは次のうちどれでしょうか。,会社は、開発を継続するために最新バージョンにアクセスできる。, 会社は、サードパーティの開発者にサポート継続を強制することができる。,会社は、サードパーティの開発プロセスを管理することができる。,会社は、開発会社（サードパーティー）から新たな開発チームを雇うための費用を受け取ることができる。
あるセキュリティエンジニアは、開発チームが機密性の高い環境変数をコードにハードコーディングしていると考えています。次のうち、会社のCI/CDパイプラインの安全性を確保するのに最適なものはどれでしょうか。,信頼できるシークレットマネージャーを利用する,DAST を毎週実行する,コンテナー オーケストレーションの使用を導入する,インスタンスのタグ付けを展開する
CASB（Cloud Access Security Broker）や第三者機関への暗号鍵の受け渡しについて、次のうちどれを指すか。,キーエスクロー,鍵の共有,鍵の配布,鍵の復元
ある企業が、秘密鍵と公開鍵を利用して、接続文字列を確実に保護するAPIを導入しています。APIに接続するために、顧客は秘密鍵を使用する必要があります。要求文字列でハードコードされた文字列の使用を防ぎながら、データベースへの REST API 接続を最も安全に保護するのは次のうちどれですか?,すべてのAPIにVPNを実装します。,DSAで鍵に署名します。,サービスアカウントにMFAを導入する。,鍵にHMACを利用する。
"ある組織が、以下の要件を満たすネットワークアーキテクチャを設計している。・ユーザーは、事前に定義されたサービスにのみアクセスすることができます。	・各ユーザーは、アクセスに対して一意の許可リストを定義します。	・システムは、1対1のサブジェクト/オブジェクトのアクセス経路を動的に構築します。これらの要件を満たすために、組織は次のどのアーキテクチャ設計を使用する必要がありますか？",ソフトウェアデファインドネットワーキングによって有効化されるマイクロセグメンテーション,モバイルアプリケーションで実現するピアツーピアのセキュアな通信, APIゲートウェイによるプロキシされたアプリケーションデータ接続,ネットワークインフラ機器によるVLANの実現
クライアントは、認証を必要としない一連の負荷分散された API にアクセスしようとすると、速度が遅いと報告しています。APIをホストしているサーバーは、CPUの使用率が高いことを示しています。API の前に設置されている WAF には、アラートは検出されていません。セキュリティエンジニアは、タイムリーにパフォーマンスの問題を改善するために、次のうちどれを推奨しますか。,API にレート制限を実装します。,WAF でジオブロッキングを実装します。,APIにOAuth2.0を導入します。,APIに入力検証を実装します。
あるセキュリティアナリストが、クライアントに代わって脆弱性評価を実施しています。アナリストは、何が組織に対するリスクであるかを定義しなければなりません。次のうちどれがアナリストの最初の行動となるべきでしょうか？,情報およびデータ資産の完全なインベントリを作成する。,重要なリソースの可用性に対する攻撃の影響を確認する。,どのセキュリティ コンプライアンス標準に従うべきかを判断する。,システム全体への侵入テストを実行して、脆弱性を特定します。
"ある会社のコンピュータ機器は、改装中にドアの両側にカメラが配置された安全な保管庫に移されました。ドアはセキュリティチームが発行するカードリーダーで施錠され、セキュリティチームと部門管理者のみがこの部屋にアクセスできます。会社は、許可された従業員を友連れすることで、保管室に入る不正な個人を特定できるようにしたいと考えています。次のプロセスのうち、この要件を最もよく満たすのはどれですか?	",有効なアクセス要求に対応するカメラ映像を監視する。,セキュリティと管理者の両方がドアを開けることを要求する。,アクセス拒否のリクエストを確認するために、部門管理者に要求する。,新しい入室バッジを週単位で発行する。
ある侵入テスト担当者がWindowsサーバーのルートアクセスを取得し、エンゲージメント ルールに従って、永続化のためのポストエクスプロイトを行うことが許可されています。次のどの技術がこれをサポートするのに最適なのでしょうか。,バックドアを作成する,起動時に自動的に実行されるように systemd サービスを構成する,任意のコードを実行するエクスプロイトを利用する,より権威のあるサーバー/サービスへ横移動する
"ある企業の SOC が、特定の脆弱性を利用したアクティブなキャンペーンに関する脅威情報を受け取りました。この企業は、このアクティブなキャンペーンに対して脆弱であるかどうかを判断したいと考えています。会社はこの決定をするために次のどれを使うべきですか。	",システム侵入テスト,脅威ハンティング,SIEMツールでのログ解析,サイバー・キルチェーン
ある開発者が、ある会社のために新しいモバイルアプリケーションを作成しています。このアプリケーションは、REST API と TLS 1.2 を使用して、外部のバックエンドサーバと安全に通信しています。この構成のため、会社は HTTPS 傍受攻撃について懸念しています。このタイプの攻撃に対する最良の解決策は次のうちどれでしょうか。,証明書のピン留め,Cookie,ワイルドカード証明書, HSTS
"ある組織が、リモートワークをサポートするためのBYOD標準を検討しています。このソリューションの最初の段階では、承認されたコラボレーションアプリケーションのみを使用し、これらのアプリケーション間で企業データを移動する機能を使用する予定です。セキュリティチームは、以下について懸念しています。	・従業員が退職した後、非構造化データが流出すること ・認証情報の漏洩によりデータが流出すること ・電子メール内の機密情報が流出すること 	データ損失のリスクを軽減するために、セキュリティチームが実施すべきソリューションは次のうちどれでしょうか。	",モバイルデバイス管理、リモートワイプ、データ損失検知,条件付きアクセス、DoH、フルディスク暗号化,モバイルアプリケーション管理、MFA、DRM,証明書、DLP、ジオフェンシング
あらゆるクラスの脅威を排除しようとしている運送会社は、カスタム Android デバイスが荷物追跡専用に使用されるようにする SELinux ポリシーを開発しています。このポリシーをコンパイル（翻訳）して実装した後、次のどのモードでデバイスを実行するように構成する必要がありますか？,強制,保護,許可,必須
データ流出の申し立てを調査しているある地方自治体は、悪意のあるユーザーの行動のフィンガープリントを確認するよう求められました。調査員は、VMのフォレンジックイメージを取り、政府に共有するために保護されたUSBドライブにイメージをダウンロードしました。ドライブを政府に公開する過程で考慮すべきは次のうちどれでしょうか。,管理の連鎖(証拠保全),転送中の暗号化,ボラティリティの順序,鍵の交換
"ある企業では、世界的なパンデミックにより、全スタッフがリモートワークを開始しました。	リモートワークへの移行に伴い、同社はSaaS型コラボレーションツールに移行しました。人事部では、これらのツールを使って機密情報を処理したいと考えていますが、データが流出することを懸念しています。・書類の印刷によるメディアへの流出	・個人的な電子メールアドレスに送信される	・システム管理者によるアクセスと閲覧 ファイルストレージサイトへのアップロード この部門の懸念を軽減するのは次のうちどれでしょうか。",VDI、プロキシ、CASB、DRM,データ消失検知、リバースプロキシ、EDR、PGP,電子透かし、フォワードプロキシ、DLP、MFA,プロキシ、セキュアVPN、エンドポイント暗号化、AV
平文の知識がなくても暗号文の中のデータの計算や解析が可能なものはどれか。,準同型暗号,格子型暗号,量子コンピューティング,非対称暗号
あるセキュリティエンジニアは、同社の人気ウェブアプリケーションが1日あたり100件の侵入未遂に遭っていると推定している。過去4年間で、この会社のデータは2回侵入されたことがあります。エンジニアは、成功した侵害のARO（年間発生率）として次のうちどれを報告すべきですか？,50,0.5,8,"36,500"
